TF_name,linked_gene,TF_gene
CEBPA,SLC2A4,CEBPA_SLC2A4
CEBPA,CLU,CEBPA_CLU
CEBPA,NFKB1,CEBPA_NFKB1
CEBPA,PTGS2,CEBPA_PTGS2
CEBPA,IL4,CEBPA_IL4
CEBPA,LPIN1,CEBPA_LPIN1
CEBPA,SCGB1A1,CEBPA_SCGB1A1
CEBPA,ALDH3A1,CEBPA_ALDH3A1
CEBPA,IL12B,CEBPA_IL12B
CEBPA,PRTN3,CEBPA_PRTN3
CEBPA,NOS2,CEBPA_NOS2
CEBPA,MSTN,CEBPA_MSTN
CEBPA,AMELX,CEBPA_AMELX
CEBPA,APOD,CEBPA_APOD
CEBPB,IL10,CEBPB_IL10
CEBPB,MMP1,CEBPB_MMP1
CEBPB,GDF15,CEBPB_GDF15
CEBPB,SLC10A1,CEBPB_SLC10A1
CEBPB,SFTPD,CEBPB_SFTPD
CEBPB,IL13,CEBPB_IL13
CEBPB,ASNS,CEBPB_ASNS
CEBPB,PTPN13,CEBPB_PTPN13
CEBPB,IL3,CEBPB_IL3
CEBPB,IL5,CEBPB_IL5
CEBPB,IL4,CEBPB_IL4
CEBPB,IL1B,CEBPB_IL1B
CEBPB,SLC5A8,CEBPB_SLC5A8
CEBPB,IL6,CEBPB_IL6
CEBPB,IRF4,CEBPB_IRF4
CEBPB,ALB,CEBPB_ALB
CEBPB,TFF3,CEBPB_TFF3
CEBPB,TOP1,CEBPB_TOP1
CEBPB,S100A9,CEBPB_S100A9
CEBPB,CXCL8,CEBPB_CXCL8
CEBPB,ABCB1,CEBPB_ABCB1
CEBPB,CSF3R,CEBPB_CSF3R
CEBPB,HBB,CEBPB_HBB
CEBPB,HP,CEBPB_HP
CEBPB,TNFAIP6,CEBPB_TNFAIP6
CEBPB,PRDM1,CEBPB_PRDM1
CEBPB,PRL,CEBPB_PRL
CEBPB,ADM,CEBPB_ADM
CEBPB,TNF,CEBPB_TNF
CEBPB,BTS1,CEBPB_BTS1
CEBPB,PRSS50,CEBPB_PRSS50
CEBPB,HSF1,CEBPB_HSF1
CEBPB,CSRP1,CEBPB_CSRP1
CEBPB,PCK2,CEBPB_PCK2
CEBPB,INSR,CEBPB_INSR
CEBPB,CR2,CEBPB_CR2
CEBPB,XBP1,CEBPB_XBP1
CEBPB,DAPK1,CEBPB_DAPK1
CEBPB,GADD45G,CEBPB_GADD45G
CEBPB,GFER,CEBPB_GFER
CEBPB,F8,CEBPB_F8
CEBPB,STAR,CEBPB_STAR
CEBPB,BCL2L1,CEBPB_BCL2L1
CEBPB,SAA2,CEBPB_SAA2
CEBPB,DDIT3,CEBPB_DDIT3
CEBPB,SAA1,CEBPB_SAA1
CEBPB,MAD1L1,CEBPB_MAD1L1
CEBPB,CRP,CEBPB_CRP
CEBPB,OXTR,CEBPB_OXTR
CEBPB,FURIN,CEBPB_FURIN
CEBPB,CDKN1A,CEBPB_CDKN1A
CEBPB,IL24,CEBPB_IL24
CEBPB,CSH2,CEBPB_CSH2
CEBPB,CSH1,CEBPB_CSH1
CEBPB,FASLG,CEBPB_FASLG
CEBPB,CYP19A1,CEBPB_CYP19A1
CEBPB,PTGS2,CEBPB_PTGS2
CEBPB,GNLY,CEBPB_GNLY
CEBPB,PLAC1,CEBPB_PLAC1
CEBPB,SLC19A1,CEBPB_SLC19A1
CEBPB,,CEBPB_
CEBPB,SNRPN,CEBPB_SNRPN
CEBPB,FOXF1,CEBPB_FOXF1
CEBPB,HGF,CEBPB_HGF
CEBPB,FOS,CEBPB_FOS
CEBPB,TRP53,CEBPB_TRP53
CEBPB,MAFB,CEBPB_MAFB
CEBPB,RUNX2,CEBPB_RUNX2
CEBPB,SCGB1A1,CEBPB_SCGB1A1
CEBPB,ALDH3A1,CEBPB_ALDH3A1
CEBPB,GSTA2,CEBPB_GSTA2
CEBPB,ID2,CEBPB_ID2
CEBPB,BCL2,CEBPB_BCL2
CEBPB,PPARG,CEBPB_PPARG
CEBPB,CSF1R,CEBPB_CSF1R
CEBPB,CEBPA,CEBPB_CEBPA
CEBPB,ATF3,CEBPB_ATF3
CEBPB,BTG2,CEBPB_BTG2
CEBPB,CSF3,CEBPB_CSF3
CEBPB,SERPINE1,CEBPB_SERPINE1
CEBPB,H2-K1,CEBPB_H2-K1
CEBPB,IL5RA,CEBPB_IL5RA
CEBPB,UCP1,CEBPB_UCP1
CEBPB,CLU,CEBPB_CLU
CEBPB,CSN2,CEBPB_CSN2
CEBPB,PTGS1,CEBPB_PTGS1
CEBPB,CYR61,CEBPB_CYR61
CEBPB,SOCS3,CEBPB_SOCS3
CEBPB,CXCR4,CEBPB_CXCR4
CEBPB,BGLAP,CEBPB_BGLAP
CEBPB,MYC,CEBPB_MYC
CEBPB,ABL2,CEBPB_ABL2
CEBPB,ABL1,CEBPB_ABL1
CEBPB,PPARGC1A,CEBPB_PPARGC1A
CEBPB,PCK1,CEBPB_PCK1
CEBPD,PDGFRA,CEBPD_PDGFRA
CEBPD,CCL20,CEBPD_CCL20
CEBPD,TNFAIP6,CEBPD_TNFAIP6
CEBPD,PRL,CEBPD_PRL
CEBPD,GADD45G,CEBPD_GADD45G
CEBPD,TNF,CEBPD_TNF
CEBPD,CXCL1,CEBPD_CXCL1
CEBPD,POU5F1,CEBPD_POU5F1
CEBPD,CYP19A1,CEBPD_CYP19A1
CEBPD,SOD1,CEBPD_SOD1
CEBPD,PTGS2,CEBPD_PTGS2
CEBPD,C3,CEBPD_C3
CEBPD,CASP8,CEBPD_CASP8
CEBPD,IL23A,CEBPD_IL23A
CEBPD,PPARG,CEBPD_PPARG
CEBPD,DDIT3,CEBPD_DDIT3
CEBPD,GAPDH,CEBPD_GAPDH
CEBPD,,CEBPD_
CEBPE,SPI1,CEBPE_SPI1
CEBPE,MMP2,CEBPE_MMP2
CEBPE,MYC,CEBPE_MYC
CEBPE,PRG2,CEBPE_PRG2
CEBPE,CTSG,CEBPE_CTSG
CEBPE,LTF,CEBPE_LTF
CEBPE,GATA1,CEBPE_GATA1
CEBPE,,CEBPE_
CEBPZ,COL1A2,CEBPZ_COL1A2
CEBPZ,MLH1,CEBPZ_MLH1
CEBPZ,APC,CEBPZ_APC
CEBPZ,GZMB,CEBPZ_GZMB
CEBPZ,COL11A1,CEBPZ_COL11A1
CEBPZ,SOX9,CEBPZ_SOX9
CEBPZ,,CEBPZ_
CIITA,CREBBP,CIITA_CREBBP
CIITA,RAB4B,CIITA_RAB4B
CIITA,HLA-DRB5,CIITA_HLA-DRB5
CIITA,STAT1,CIITA_STAT1
CIITA,HLA-C,CIITA_HLA-C
CIITA,HLA-A,CIITA_HLA-A
CIITA,HLA-B,CIITA_HLA-B
CIITA,MMP9,CIITA_MMP9
CIITA,SIRT1,CIITA_SIRT1
CIITA,HLA-G,CIITA_HLA-G
CIITA,HLA-F,CIITA_HLA-F
CIITA,COL1A2,CIITA_COL1A2
CIITA,IL4,CIITA_IL4
CIITA,IRF1,CIITA_IRF1
CIITA,COL1A1,CIITA_COL1A1
CIITA,PSMC5,CIITA_PSMC5
CIITA,IRF2,CIITA_IRF2
CIITA,HLA-DRA,CIITA_HLA-DRA
CIITA,HLA-DQB1,CIITA_HLA-DQB1
CIITA,HLA-DPB1,CIITA_HLA-DPB1
CIITA,S100A4,CIITA_S100A4
CIITA,HLA-DRB4,CIITA_HLA-DRB4
CIITA,HLA-DRB3,CIITA_HLA-DRB3
CIITA,HLA-DRB1,CIITA_HLA-DRB1
CIITA,SLC26A3,CIITA_SLC26A3
CIITA,FASLG,CIITA_FASLG
CIITA,HLA-DMB,CIITA_HLA-DMB
CIITA,PLXNA1,CIITA_PLXNA1
CIITA,HLA-DOB,CIITA_HLA-DOB
CIITA,HLA-DMA,CIITA_HLA-DMA
CIITA,HLA-DOA,CIITA_HLA-DOA
CIITA,,CIITA_
CITED2,CEBPA,CITED2_CEBPA
CITED2,LDHD,CITED2_LDHD
CITED2,SMAD3,CITED2_SMAD3
CITED2,NR5A1,CITED2_NR5A1
CITED2,LDHB,CITED2_LDHB
CITED2,FGF9,CITED2_FGF9
CITED2,PPARG,CITED2_PPARG
CITED2,PDK4,CITED2_PDK4
CITED2,MMP9,CITED2_MMP9
CITED2,WNT4,CITED2_WNT4
CITED2,PDK2,CITED2_PDK2
CITED2,,CITED2_
CLOCK,NR0B2,CLOCK_NR0B2
CLOCK,NR3C1,CLOCK_NR3C1
CLOCK,PER3,CLOCK_PER3
CLOCK,PER2,CLOCK_PER2
CLOCK,DEC1,CLOCK_DEC1
CLOCK,TPO,CLOCK_TPO
CLOCK,NAMPT,CLOCK_NAMPT
CLOCK,KAT5,CLOCK_KAT5
CLOCK,BHLHE40,CLOCK_BHLHE40
CLOCK,PER1,CLOCK_PER1
CLOCK,BHLHE41,CLOCK_BHLHE41
CLOCK,STAR,CLOCK_STAR
CLOCK,CRY2,CLOCK_CRY2
CLOCK,CRY1,CLOCK_CRY1
CLOCK,,CLOCK_
CLOCK,VWF,CLOCK_VWF
CLOCK,SERPINE1,CLOCK_SERPINE1
CLOCK,SERPINE2,CLOCK_SERPINE2
CLOCK,SCNN1A,CLOCK_SCNN1A
CLOCK,DBP,CLOCK_DBP
CLOCK,THBD,CLOCK_THBD
CREB1,SLC39A1,CREB1_SLC39A1
CREB1,IL10,CREB1_IL10
CREB1,JUN,CREB1_JUN
CREB1,MMP2,CREB1_MMP2
CREB1,BDNF,CREB1_BDNF
CREB1,MITF,CREB1_MITF
CREB1,MUC5AC,CREB1_MUC5AC
CREB1,ETV3,CREB1_ETV3
CREB1,CCK,CREB1_CCK
CREB1,IL2,CREB1_IL2
CREB1,NR5A2,CREB1_NR5A2
CREB1,IL6,CREB1_IL6
CREB1,CD4,CREB1_CD4
CREB1,TH,CREB1_TH
CREB1,RRM2B,CREB1_RRM2B
CREB1,CYP11B2,CREB1_CYP11B2
CREB1,IFNG,CREB1_IFNG
CREB1,CYP11B1,CREB1_CYP11B1
CREB1,HLA-DQB1,CREB1_HLA-DQB1
CREB1,TLR9,CREB1_TLR9
CREB1,BCL2,CREB1_BCL2
CREB1,NF1,CREB1_NF1
CREB1,SLC22A8,CREB1_SLC22A8
CREB1,VIP,CREB1_VIP
CREB1,PCSK1,CREB1_PCSK1
CREB1,GSK3B,CREB1_GSK3B
CREB1,GSK3A,CREB1_GSK3A
CREB1,CRTC1,CREB1_CRTC1
CREB1,HPGD,CREB1_HPGD
CREB1,ODC1,CREB1_ODC1
CREB1,TRH,CREB1_TRH
CREB1,PRL,CREB1_PRL
CREB1,NOLC1,CREB1_NOLC1
CREB1,NRF1,CREB1_NRF1
CREB1,AQP3,CREB1_AQP3
CREB1,ADRA1A,CREB1_ADRA1A
CREB1,ACACA,CREB1_ACACA
CREB1,UXT,CREB1_UXT
CREB1,MC2R,CREB1_MC2R
CREB1,CASP8,CREB1_CASP8
CREB1,BCL2L11,CREB1_BCL2L11
CREB1,LAPTM4B,CREB1_LAPTM4B
CREB1,ERBB2,CREB1_ERBB2
CREB1,BDKRB1,CREB1_BDKRB1
CREB1,BDKRB2,CREB1_BDKRB2
CREB1,MUC4,CREB1_MUC4
CREB1,HLA-DOB,CREB1_HLA-DOB
CREB1,GABPA,CREB1_GABPA
CREB1,FOS,CREB1_FOS
CREB1,NR2F1,CREB1_NR2F1
CREB1,NR2F6,CREB1_NR2F6
CREB1,SMAD6,CREB1_SMAD6
CREB1,PPP2CA,CREB1_PPP2CA
CREB1,NDC80,CREB1_NDC80
CREB1,NR4A3,CREB1_NR4A3
CREB1,AR,CREB1_AR
CREB1,RP1,CREB1_RP1
CREB1,PPM1D,CREB1_PPM1D
CREB1,NMNAT2,CREB1_NMNAT2
CREB1,SNAI2,CREB1_SNAI2
CREB1,SPRY2,CREB1_SPRY2
CREB1,SNAI1,CREB1_SNAI1
CREB1,PTGES,CREB1_PTGES
CREB1,FOXA1,CREB1_FOXA1
CREB1,FLT1,CREB1_FLT1
CREB1,IL5RA,CREB1_IL5RA
CREB1,SLC20A1,CREB1_SLC20A1
CREB1,PSEN1,CREB1_PSEN1
CREB1,PLAU,CREB1_PLAU
CREB1,PPP2R2B,CREB1_PPP2R2B
CREB1,XPC,CREB1_XPC
CREB1,PLAT,CREB1_PLAT
CREB1,GRPR,CREB1_GRPR
CREB1,NTS,CREB1_NTS
CREB1,CYP19A1,CREB1_CYP19A1
CREB1,PTGS2,CREB1_PTGS2
CREB1,CYP17A1,CREB1_CYP17A1
CREB1,LYL1,CREB1_LYL1
CREB1,CXCR4,CREB1_CXCR4
CREB1,STMN1,CREB1_STMN1
CREB1,CYP11A1,CREB1_CYP11A1
CREB1,POLD2,CREB1_POLD2
CREB1,NPY,CREB1_NPY
CREB1,IBSP,CREB1_IBSP
CREB1,CCL5,CREB1_CCL5
CREB1,HMOX1,CREB1_HMOX1
CREB1,SOX9,CREB1_SOX9
CREB1,CGA,CREB1_CGA
CREB1,SLC19A1,CREB1_SLC19A1
CREB1,MSMB,CREB1_MSMB
CREB1,,CREB1_
CREB1,ENTPD1,CREB1_ENTPD1
CREB1,HSPA5,CREB1_HSPA5
CREB1,PRKCE,CREB1_PRKCE
CREB1,MIF,CREB1_MIF
CREB1,NFKBIZ,CREB1_NFKBIZ
CREB1,ETV2,CREB1_ETV2
CREB1,ACSL4,CREB1_ACSL4
CREB1,ESR1,CREB1_ESR1
CREB1,CLDN11,CREB1_CLDN11
CREB1,REN1,CREB1_REN1
CREB1,PDE3B,CREB1_PDE3B
CREB1,CFTR,CREB1_CFTR
CREB1,NECTIN2,CREB1_NECTIN2
CREB1,CRTC2,CREB1_CRTC2
CREB1,SLC2A3,CREB1_SLC2A3
CREB1,TWIST1,CREB1_TWIST1
CREB1,LDHA,CREB1_LDHA
CREB1,PENK,CREB1_PENK
CREB1,NOCT,CREB1_NOCT
CREB1,PPARGC1A,CREB1_PPARGC1A
CREB5,DGKG,CREB5_DGKG
CREB5,ATP6V0E1,CREB5_ATP6V0E1
CREB5,STAT1,CREB5_STAT1
CREB5,RDX,CREB5_RDX
CREB5,MX1,CREB5_MX1
CREB5,MAPKAPK3,CREB5_MAPKAPK3
CREB5,LGALS3BP,CREB5_LGALS3BP
CREB5,LY96,CREB5_LY96
CREB5,TNFRSF11B,CREB5_TNFRSF11B
CREB5,RASGRP3,CREB5_RASGRP3
CREB5,TGFBR3,CREB5_TGFBR3
CREB5,CFB,CREB5_CFB
CREB5,,CREB5_
CREBBP,PPARA,CREBBP_PPARA
CREBBP,CCK,CREBBP_CCK
CREBBP,HINFP,CREBBP_HINFP
CREBBP,IL4,CREBBP_IL4
CREBBP,IRF1,CREBBP_IRF1
CREBBP,CREB1,CREBBP_CREB1
CREBBP,RAD51,CREBBP_RAD51
CREBBP,PSMC5,CREBBP_PSMC5
CREBBP,INSM1,CREBBP_INSM1
CREBBP,RARA,CREBBP_RARA
CREBBP,S100A4,CREBBP_S100A4
CREBBP,EZH2,CREBBP_EZH2
CREBBP,TP53,CREBBP_TP53
CREBBP,CSF2,CREBBP_CSF2
CREBBP,CDKN1A,CREBBP_CDKN1A
CREBBP,ALOX15,CREBBP_ALOX15
CREBBP,BRCA1,CREBBP_BRCA1
CREBBP,EGFR,CREBBP_EGFR
CREBBP,RS1,CREBBP_RS1
CREBBP,PTGS2,CREBBP_PTGS2
CREBBP,HOXA10,CREBBP_HOXA10
CREBBP,HOXA9,CREBBP_HOXA9
CREBBP,EP300,CREBBP_EP300
CREBBP,PCK2,CREBBP_PCK2
CREBBP,TRIM22,CREBBP_TRIM22
CREBBP,,CREBBP_
CREBBP,MED1,CREBBP_MED1
CREBBP,GH,CREBBP_GH
CREBBP,CREBBP,CREBBP_CREBBP
CREBBP,NFYB,CREBBP_NFYB
CREBBP,SETDB1,CREBBP_SETDB1
CREBBP,HGF,CREBBP_HGF
CREBBP,MT1,CREBBP_MT1
CREBBP,FOS,CREBBP_FOS
CREBBP,TRP53,CREBBP_TRP53
CREBBP,ESR1,CREBBP_ESR1
CREBBP,NFKB1,CREBBP_NFKB1
CREBBP,FOXP3,CREBBP_FOXP3
CREBBP,F7,CREBBP_F7
CREBBP,MYH1,CREBBP_MYH1
CREBBP,SST,CREBBP_SST
CREBBP,IL6,CREBBP_IL6
CREBBP,FOSB,CREBBP_FOSB
CREBBP,PER1,CREBBP_PER1
CREBBP,KRT16,CREBBP_KRT16
CREBBP,STAR,CREBBP_STAR
CREBBP,BIRC5,CREBBP_BIRC5
CREBBP,BCL2,CREBBP_BCL2
CREBBP,CRYAB,CREBBP_CRYAB
CREBBP,CLOCK,CREBBP_CLOCK
CREBBP,TDGF1,CREBBP_TDGF1
CREBBP,CRX,CREBBP_CRX
CREBBP,TNF,CREBBP_TNF
CREBBP,NPAS2,CREBBP_NPAS2
CREBBP,SOCS3,CREBBP_SOCS3
CREBBP,GRIP1,CREBBP_GRIP1
CREBBP,SPIB,CREBBP_SPIB
CREBBP,LDHA,CREBBP_LDHA
CREBBP,CYP11A1,CREBBP_CYP11A1
CREBBP,FTH1,CREBBP_FTH1
CREBBP,HMOX1,CREBBP_HMOX1
CREBBP,IFNB1,CREBBP_IFNB1
CREBBP,NFYA,CREBBP_NFYA
CREBBP,ALX1,CREBBP_ALX1
CREM,TBP,CREM_TBP
CREM,ACE,CREM_ACE
CREM,DUSP4,CREM_DUSP4
CREM,G6PD,CREM_G6PD
CREM,DUSP1,CREM_DUSP1
CREM,GPX4,CREM_GPX4
CREM,FOS,CREM_FOS
CREM,IL2,CREM_IL2
CREM,ACR,CREM_ACR
CREM,CCNA2,CREM_CCNA2
CREM,ZAP70,CREM_ZAP70
CREM,CREB1,CREM_CREB1
CREM,CCNA1,CREM_CCNA1
CREM,TH,CREM_TH
CREM,STAR,CREM_STAR
CREM,CD247,CREM_CD247
CREM,TAF4,CREM_TAF4
CREM,IL5RA,CREM_IL5RA
CREM,FHL5,CREM_FHL5
CREM,PLAT,CREM_PLAT
CREM,FASLG,CREM_FASLG
CREM,SLC5A5,CREM_SLC5A5
CREM,LDHC,CREM_LDHC
CREM,MC2R,CREM_MC2R
CREM,CCL4,CREM_CCL4
CREM,,CREM_
CRX,SAMD7,CRX_SAMD7
CRX,KCNV2,CRX_KCNV2
CRX,RBP3,CRX_RBP3
CRX,FAM161A,CRX_FAM161A
CRX,SAG,CRX_SAG
CRX,RHO,CRX_RHO
CRX,NR2E3,CRX_NR2E3
CRX,PDE6B,CRX_PDE6B
CRX,PDE6A,CRX_PDE6A
CRX,RS1,CRX_RS1
CRX,SAMD11,CRX_SAMD11
CRX,,CRX_
CTCF,RARRES1,CTCF_RARRES1
CTCF,DMPK,CTCF_DMPK
CTCF,PAX6,CTCF_PAX6
CTCF,IGF2,CTCF_IGF2
CTCF,H19,CTCF_H19
CTCF,WT1,CTCF_WT1
CTCF,RBL2,CTCF_RBL2
CTCF,BCL6,CTCF_BCL6
CTCF,ETNK2,CTCF_ETNK2
CTCF,NF1,CTCF_NF1
CTCF,ANG,CTCF_ANG
CTCF,NANOG,CTCF_NANOG
CTCF,APP,CTCF_APP
CTCF,IPO13,CTCF_IPO13
CTCF,CSF2,CTCF_CSF2
CTCF,MEG3,CTCF_MEG3
CTCF,BRCA1,CTCF_BRCA1
CTCF,ASAP2,CTCF_ASAP2
CTCF,PBXIP1,CTCF_PBXIP1
CTCF,CELSR3,CTCF_CELSR3
CTCF,SLC6A4,CTCF_SLC6A4
CTCF,PTPRG,CTCF_PTPRG
CTCF,BBC3,CTCF_BBC3
CTCF,RAD21,CTCF_RAD21
CTCF,IRAK2,CTCF_IRAK2
CTCF,SIX5,CTCF_SIX5
CTCF,CCND1,CTCF_CCND1
CTCF,TERT,CTCF_TERT
CTCF,ATXN7,CTCF_ATXN7
CTCF,MYC,CTCF_MYC
CTCF,,CTCF_
CTCF,MGAT5B,CTCF_MGAT5B
CTNNB1,NCOA2,CTNNB1_NCOA2
CTNNB1,CHGA,CTNNB1_CHGA
CTNNB1,RB1,CTNNB1_RB1
CTNNB1,MMP7,CTNNB1_MMP7
CTNNB1,JUN,CTNNB1_JUN
CTNNB1,STARD7,CTNNB1_STARD7
CTNNB1,GLCE,CTNNB1_GLCE
CTNNB1,FST,CTNNB1_FST
CTNNB1,GLI2,CTNNB1_GLI2
CTNNB1,PLD1,CTNNB1_PLD1
CTNNB1,CLDN2,CTNNB1_CLDN2
CTNNB1,PTGS2,CTNNB1_PTGS2
CTNNB1,AR,CTNNB1_AR
CTNNB1,MMP14,CTNNB1_MMP14
CTNNB1,CCND1,CTNNB1_CCND1
CTNNB1,MYC,CTNNB1_MYC
CTNNB1,VIM,CTNNB1_VIM
CTNNB1,TCF7,CTNNB1_TCF7
CTNNB1,BIRC5,CTNNB1_BIRC5
CTNNB1,NRCAM,CTNNB1_NRCAM
CTNNB1,PPARD,CTNNB1_PPARD
CTNNB1,CD44,CTNNB1_CD44
CTNNB1,,CTNNB1_
CTNNB1,FGFBP1,CTNNB1_FGFBP1
CTNNB1,PDGFRA,CTNNB1_PDGFRA
CTNNB1,CDX4,CTNNB1_CDX4
CTNNB1,CDX2,CTNNB1_CDX2
CTNNB1,CDX1,CTNNB1_CDX1
CTNNB1,AXIN2,CTNNB1_AXIN2
CTNNB1,MITF,CTNNB1_MITF
CTNNB1,VEGFD,CTNNB1_VEGFD
CTNNB1,ISL1,CTNNB1_ISL1
CTNNB1,VEGFA,CTNNB1_VEGFA
CTNNB1,PML,CTNNB1_PML
CTNNB1,RUNX2,CTNNB1_RUNX2
CTNNB1,MMP13,CTNNB1_MMP13
CTNNB1,BMP4,CTNNB1_BMP4
CTNNB1,MYCN,CTNNB1_MYCN
CTNNB1,FAS,CTNNB1_FAS
CTNNB1,RAPSN,CTNNB1_RAPSN
CTNNB1,LEF1,CTNNB1_LEF1
CTNNB1,LECT2,CTNNB1_LECT2
CTNNB1,IHH,CTNNB1_IHH
CTNNB1,CDH1,CTNNB1_CDH1
CTNNB1,E2F1,CTNNB1_E2F1
CTNNB1,CYP2B10,CTNNB1_CYP2B10
CTNNB1,CASP3,CTNNB1_CASP3
CTNNB1,OTX2,CTNNB1_OTX2
CTNNB1,WNT1,CTNNB1_WNT1
CTNNB1,PITX2,CTNNB1_PITX2
CTNNB1,WNT4,CTNNB1_WNT4
CTNNB1,ATOH1,CTNNB1_ATOH1
CTNNB1,FOXJ1,CTNNB1_FOXJ1
CTNNB1,NR0B1,CTNNB1_NR0B1
CTNNB1,TBX3,CTNNB1_TBX3
CTNNB1,GREM2,CTNNB1_GREM2
CTNNB1,BGLAP2,CTNNB1_BGLAP2
CTNNB1,CCNE1,CTNNB1_CCNE1
CTNNB1,BCL2L1,CTNNB1_BCL2L1
CTNNB1,MET,CTNNB1_MET
CTNNB1,NANOG,CTNNB1_NANOG
CTNNB1,TCF4,CTNNB1_TCF4
CTNNB1,NEUROG1,CTNNB1_NEUROG1
CTNNB1,MYF5,CTNNB1_MYF5
CTNNB1,INHA,CTNNB1_INHA
CTNNB1,FOXA2,CTNNB1_FOXA2
CTNNB1,LHB,CTNNB1_LHB
CTNNB1,SLC2A1,CTNNB1_SLC2A1
CTNNB1,TWIST1,CTNNB1_TWIST1
CTNNB1,WISP1,CTNNB1_WISP1
CTNNB1,CYP19A1,CTNNB1_CYP19A1
CTNNB1,SMC3,CTNNB1_SMC3
CTNNB1,FGF8,CTNNB1_FGF8
CTNNB1,GJA1,CTNNB1_GJA1
CTNNB1,CCL7,CTNNB1_CCL7
CTNNB1,BGLAP,CTNNB1_BGLAP
CTNNB1,GLUL,CTNNB1_GLUL
CTNNB1,GAST,CTNNB1_GAST
CTNNB1,EPHB2,CTNNB1_EPHB2
CUX1,FTO,CUX1_FTO
CUX1,CDKN1B,CUX1_CDKN1B
CUX1,CR2,CUX1_CR2
CUX1,RACGAP1,CUX1_RACGAP1
CUX1,WNT5A,CUX1_WNT5A
CUX1,CYBB,CUX1_CYBB
CUX1,ECT2,CUX1_ECT2
CUX1,CFTR,CUX1_CFTR
CUX1,,CUX1_
CUX1,DCTN6,CUX1_DCTN6
CUX1,CDKN1A,CUX1_CDKN1A
CUX1,NCAM1,CUX1_NCAM1
CUX1,FAM89B,CUX1_FAM89B
CUX1,RUNX2,CUX1_RUNX2
CUX1,HIST2H4,CUX1_HIST2H4
CUX1,POLA1,CUX1_POLA1
CUX1,CCNA2,CUX1_CCNA2
CUX1,MAR1,CUX1_MAR1
CUX1,MYC,CUX1_MYC
CUX1,ATP6V1E2,CUX1_ATP6V1E2
CUX1,SIS,CUX1_SIS
DACH1,LIN28A,DACH1_LIN28A
DACH1,CDKN1B,DACH1_CDKN1B
DACH1,SOX2,DACH1_SOX2
DACH1,CCND1,DACH1_CCND1
DACH1,NANOG,DACH1_NANOG
DACH1,KLF4,DACH1_KLF4
DACH1,CXCL15,DACH1_CXCL15
DACH1,,DACH1_
DDIT3,ATF2,DDIT3_ATF2
DDIT3,CEBPA,DDIT3_CEBPA
DDIT3,RTN3,DDIT3_RTN3
DDIT3,CXCL8,DDIT3_CXCL8
DDIT3,NOS3,DDIT3_NOS3
DDIT3,ASNS,DDIT3_ASNS
DDIT3,TNFRSF10B,DDIT3_TNFRSF10B
DDIT3,SIRT1,DDIT3_SIRT1
DDIT3,SIRT2,DDIT3_SIRT2
DDIT3,TF,DDIT3_TF
DDIT3,IL6,DDIT3_IL6
DDIT3,MAP1LC3B,DDIT3_MAP1LC3B
DDIT3,CDK2,DDIT3_CDK2
DDIT3,ANKRD1,DDIT3_ANKRD1
DDIT3,TRIB3,DDIT3_TRIB3
DDIT3,MCL1,DDIT3_MCL1
DDIT3,ATG5,DDIT3_ATG5
DDIT3,ATF5,DDIT3_ATF5
DDIT3,,DDIT3_
DLX2,NRP2,DLX2_NRP2
DLX2,PAGR1A,DLX2_PAGR1A
DLX2,DLX6,DLX2_DLX6
DLX2,ARX,DLX2_ARX
DLX2,FOXJ1,DLX2_FOXJ1
DLX2,AMELX,DLX2_AMELX
DLX2,,DLX2_
DLX3,HSD3B6,DLX3_HSD3B6
DLX3,BGLAP,DLX3_BGLAP
DLX3,MMP9,DLX3_MMP9
DLX3,DSPP,DLX3_DSPP
DLX3,PGF,DLX3_PGF
DLX3,RUNX2,DLX3_RUNX2
DLX3,,DLX3_
DLX5,GBX2,DLX5_GBX2
DLX5,WNT5A,DLX5_WNT5A
DLX5,IBSP,DLX5_IBSP
DLX5,IGFBP3,DLX5_IGFBP3
DLX5,MYC,DLX5_MYC
DLX5,SP7,DLX5_SP7
DLX5,ALPL,DLX5_ALPL
DLX5,DSPP,DLX5_DSPP
DLX5,RUNX2,DLX5_RUNX2
DLX5,,DLX5_
DMTF1,EGR1,DMTF1_EGR1
DMTF1,CDKN2A,DMTF1_CDKN2A
DMTF1,CCND2,DMTF1_CCND2
DMTF1,TSP1,DMTF1_TSP1
DMTF1,JUNB,DMTF1_JUNB
DMTF1,AREG,DMTF1_AREG
DMTF1,ETS1,DMTF1_ETS1
DMTF1,ETS2,DMTF1_ETS2
DMTF1,,DMTF1_
DNMT1,IL32,DNMT1_IL32
DNMT1,CDKN2A,DNMT1_CDKN2A
DNMT1,MGMT,DNMT1_MGMT
DNMT1,CDKN2B,DNMT1_CDKN2B
DNMT1,MBD2,DNMT1_MBD2
DNMT1,GAD1,DNMT1_GAD1
DNMT1,TNFRSF10B,DNMT1_TNFRSF10B
DNMT1,MSH2,DNMT1_MSH2
DNMT1,ESR1,DNMT1_ESR1
DNMT1,RUNX3,DNMT1_RUNX3
DNMT1,IL3,DNMT1_IL3
DNMT1,VEGFA,DNMT1_VEGFA
DNMT1,SFRP5,DNMT1_SFRP5
DNMT1,BMP2,DNMT1_BMP2
DNMT1,BIRC5,DNMT1_BIRC5
DNMT1,RGS10,DNMT1_RGS10
DNMT1,TP53,DNMT1_TP53
